id,activity,timestamp,ot:Container,ot:Customer Order,ot:Forklift,ot:Handling Unit,ot:Transport Document,ot:Truck,ot:Vehicle
load_truck_hu6421,Load Truck,2024-02-19T12:31:19+00:00,cr1217#CR laded,,,hu6421#HU loaded,,tr3#TR laded,
collect_hu6429,Collect Goods,2024-02-19T12:35:31+00:00,,,,hu6429#HU collected,,,
load_truck_hu6409,Load Truck,2024-02-19T12:35:31+00:00,cr1231#CR laded,,,hu6409#HU loaded,,tr4#TR laded,
collect_hu6427,Collect Goods,2024-02-19T12:37:51+00:00,,,,hu6427#HU collected,,,
load_truck_hu6429,Load Truck,2024-02-19T12:37:51+00:00,cr1218#CR laded,,,hu6429#HU loaded,,tr5#TR laded,
collect_hu6424,Collect Goods,2024-02-19T12:39:00+00:00,,,,hu6424#HU collected,,,
load_truck_hu6427,Load Truck,2024-02-19T12:39:00+00:00,cr1218#CR laded,,,hu6427#HU loaded,,tr5#TR laded,
collect_hu6442,Collect Goods,2024-02-19T12:41:15+00:00,,,,hu6442#HU collected,,,
load_truck_hu6424,Load Truck,2024-02-19T12:41:15+00:00,cr1217#CR laded,,,hu6424#HU loaded,,tr3#TR laded,
create_td356,Create Transport Document,2024-02-19T12:45:17+00:00,,co356#TD created for CO,,,td356#created TD,,
collect_hu6440,Collect Goods,2024-02-19T12:46:10+00:00,,,,hu6440#HU collected,,,
load_truck_hu6442,Load Truck,2024-02-19T12:46:10+00:00,cr1229#CR laded,,,hu6442#HU loaded,,tr1#TR laded,
collect_hu6415,Collect Goods,2024-02-19T12:56:46+00:00,,,,hu6415#HU collected,,,
load_truck_hu6440,Load Truck,2024-02-19T12:56:46+00:00,cr1229#CR laded,,,hu6440#HU loaded,,tr1#TR laded,
to_bay_cr1156,Bring to Loading Bay,2024-02-19T13:01:10+00:00,cr1156#CR brought to bay,,fl1#FL moved,,,,
load_veh_cr1227,Load to Vehicle,2024-02-19T13:04:09+00:00,cr1227#CR loaded,,fl2#FL moved,,,,vh77#VH laded
to_bay_cr1130,Bring to Loading Bay,2024-02-19T13:08:17+00:00,cr1130#CR brought to bay,,fl2#FL moved,,,,
load_veh_cr1134,Load to Vehicle,2024-02-19T13:11:07+00:00,cr1134#CR loaded,,fl3#FL moved,,,,vh77#VH laded
load_veh_cr1130,Load to Vehicle,2024-02-19T13:11:54+00:00,cr1130#CR loaded,,fl2#FL moved,,,,vh77#VH laded
to_bay_cr1176,Bring to Loading Bay,2024-02-19T13:13:04+00:00,cr1176#CR brought to bay,,fl2#FL moved,,,,
to_bay_cr1136,Bring to Loading Bay,2024-02-19T13:13:12+00:00,cr1136#CR brought to bay,,fl3#FL moved,,,,
load_veh_cr1156,Load to Vehicle,2024-02-19T13:15:48+00:00,cr1156#CR loaded,,fl1#FL moved,,,,vh77#VH laded
to_bay_cr1128,Bring to Loading Bay,2024-02-19T13:17:22+00:00,cr1128#CR brought to bay,,fl1#FL moved,,,,
load_veh_cr1176,Load to Vehicle,2024-02-19T13:22:08+00:00,cr1176#CR loaded,,fl2#FL moved,,,,vh77#VH laded
load_veh_cr1136,Load to Vehicle,2024-02-19T13:29:05+00:00,cr1136#CR loaded,,fl3#FL moved,,,,vh77#VH laded
load_veh_cr1128,Load to Vehicle,2024-02-19T13:36:19+00:00,cr1128#CR loaded,,fl1#FL moved,,,,vh77#VH laded
collect_hu6437,Collect Goods,2024-02-19T13:57:25+00:00,,,,hu6437#HU collected,,,
load_truck_hu6415,Load Truck,2024-02-19T13:57:25+00:00,cr1216#CR laded,,,hu6415#HU loaded,,tr2#TR laded,
collect_hu6417,Collect Goods,2024-02-19T13:58:54+00:00,,,,hu6417#HU collected,,,
load_truck_hu6437,Load Truck,2024-02-19T13:58:54+00:00,cr1207#CR laded,,,hu6437#HU loaded,,tr6#TR laded,
create_td357,Create Transport Document,2024-02-19T13:59:14+00:00,,co351#TD created for CO,,,td357#created TD,,
book_vehs_td356,Book Vehicles,2024-02-19T14:04:55+00:00,,,,,td356#VHs booked for TD,,vh83#booked VHs
collect_hu6441,Collect Goods,2024-02-19T15:00:26+00:00,,,,hu6441#HU collected,,,
load_truck_hu6417,Load Truck,2024-02-19T15:00:26+00:00,cr1216#CR laded,,,hu6417#HU loaded,,tr2#TR laded,
collect_hu6410,Collect Goods,2024-02-19T15:02:18+00:00,,,,hu6410#HU collected,,,
load_truck_hu6441,Load Truck,2024-02-19T15:02:18+00:00,cr1229#CR laded,,,hu6441#HU loaded,,tr1#TR laded,
order_crs_td356,Order Empty Containers,2024-02-19T15:07:20+00:00,cr1233#CRs ordered/cr1234#CRs ordered/cr1235#CRs ordered/cr1236#CRs ordered,,,,td356#ordered for TD,,
collect_hu6422,Collect Goods,2024-02-19T15:07:59+00:00,,,,hu6422#HU collected,,,
load_truck_hu6410,Load Truck,2024-02-19T15:07:59+00:00,cr1231#CR laded,,,hu6410#HU loaded,,tr4#TR laded,
pick_cr1221,Pick Up Empty Container,2024-02-19T15:10:31+00:00,cr1221#CR picked,,,,,,
drive_term_cr1207,Drive to Terminal,2024-02-19T15:10:31+00:00,cr1207#CR moved,,,,,tr6#TR moved,
weigh_cr1207,Weigh,2024-02-19T15:14:30+00:00,cr1207#CR weighted,,fl3#FL weighing,,,,
collect_hu6431,Collect Goods,2024-02-19T15:15:53+00:00,,,,hu6431#HU collected,,,
load_truck_hu6422,Load Truck,2024-02-19T15:15:53+00:00,cr1217#CR laded,,,hu6422#HU loaded,,tr3#TR laded,
stock_cr1207,Place in Stock,2024-02-19T15:18:03+00:00,cr1207#CR stored,,fl3#FL moved,,,,
collect_hu6418,Collect Goods,2024-02-19T15:20:36+00:00,,,,hu6418#HU collected,,,
load_truck_hu6431,Load Truck,2024-02-19T15:20:36+00:00,cr1218#CR laded,,,hu6431#HU loaded,,tr5#TR laded,
collect_hu6425,Collect Goods,2024-02-19T15:21:44+00:00,,,,hu6425#HU collected,,,
load_truck_hu6418,Load Truck,2024-02-19T15:21:44+00:00,cr1216#CR laded,,,hu6418#HU loaded,,tr2#TR laded,
pick_cr1212,Pick Up Empty Container,2024-02-19T15:22:39+00:00,cr1212#CR picked,,,,,,
drive_term_cr1231,Drive to Terminal,2024-02-19T15:22:39+00:00,cr1231#CR moved,,,,,tr4#TR moved,
weigh_cr1231,Weigh,2024-02-19T15:25:16+00:00,cr1231#CR weighted,,fl2#FL weighing,,,,
to_bay_cr1231,Bring to Loading Bay,2024-02-19T15:26:49+00:00,cr1231#CR brought to bay,,fl2#FL moved,,,,
load_veh_cr1231,Load to Vehicle,2024-02-19T15:27:31+00:00,cr1231#CR loaded,,fl2#FL moved,,,,vh77#VH laded
collect_hu6450,Collect Goods,2024-02-19T15:29:34+00:00,,,,hu6450#HU collected,,,
load_truck_hu6425,Load Truck,2024-02-19T15:29:34+00:00,cr1217#CR laded,,,hu6425#HU loaded,,tr3#TR laded,
collect_hu6419,Collect Goods,2024-02-19T15:31:16+00:00,,,,hu6419#HU collected,,,
collect_hu6447,Collect Goods,2024-02-19T15:36:39+00:00,,,,hu6447#HU collected,,,
load_truck_hu6419,Load Truck,2024-02-19T15:36:39+00:00,cr1216#CR laded,,,hu6419#HU loaded,,tr2#TR laded,
collect_hu6426,Collect Goods,2024-02-19T15:39:40+00:00,,,,hu6426#HU collected,,,
collect_hu6428,Collect Goods,2024-02-19T15:49:01+00:00,,,,hu6428#HU collected,,,
load_truck_hu6426,Load Truck,2024-02-19T15:49:01+00:00,cr1218#CR laded,,,hu6426#HU loaded,,tr5#TR laded,
load_truck_hu6450,Load Truck,2024-02-19T15:50:20+00:00,cr1212#CR laded,,,hu6450#HU loaded,,tr4#TR laded,
collect_hu6416,Collect Goods,2024-02-19T15:55:25+00:00,,,,hu6416#HU collected,,,
load_truck_hu6428,Load Truck,2024-02-19T15:55:25+00:00,cr1218#CR laded,,,hu6428#HU loaded,,tr5#TR laded,
collect_hu6452,Collect Goods,2024-02-19T15:57:55+00:00,,,,hu6452#HU collected,,,
load_truck_hu6416,Load Truck,2024-02-19T15:57:55+00:00,cr1216#CR laded,,,hu6416#HU loaded,,tr2#TR laded,
collect_hu6448,Collect Goods,2024-02-19T15:59:58+00:00,,,,hu6448#HU collected,,,
load_truck_hu6452,Load Truck,2024-02-19T15:59:58+00:00,cr1212#CR laded,,,hu6452#HU loaded,,tr4#TR laded,
pick_cr1213,Pick Up Empty Container,2024-02-19T16:04:45+00:00,cr1213#CR picked,,,,,,
drive_term_cr1229,Drive to Terminal,2024-02-19T16:04:45+00:00,cr1229#CR moved,,,,,tr1#TR moved,
weigh_cr1229,Weigh,2024-02-19T16:19:46+00:00,cr1229#CR weighted,,fl3#FL weighing,,,,
stock_cr1229,Place in Stock,2024-02-19T16:30:59+00:00,cr1229#CR stored,,fl3#FL moved,,,,
book_vehs_td357,Book Vehicles,2024-02-19T16:39:40+00:00,,,,,td357#VHs booked for TD,,vh84#booked VHs
reg_co361,Register Customer Order,2024-02-19T16:45:52+00:00,,co361#registered CO,,,,,
collect_hu6445,Collect Goods,2024-02-19T17:02:13+00:00,,,,hu6445#HU collected,,,
pick_cr1208,Pick Up Empty Container,2024-02-19T17:26:38+00:00,cr1208#CR picked,,,,,,
drive_term_cr1218,Drive to Terminal,2024-02-19T17:26:38+00:00,cr1218#CR moved,,,,,tr5#TR moved,
weigh_cr1218,Weigh,2024-02-19T17:32:51+00:00,cr1218#CR weighted,,fl1#FL weighing,,,,
pick_cr1204,Pick Up Empty Container,2024-02-19T17:32:54+00:00,cr1204#CR picked,,,,,,
drive_term_cr1216,Drive to Terminal,2024-02-19T17:32:54+00:00,cr1216#CR moved,,,,,tr2#TR moved,
stock_cr1218,Place in Stock,2024-02-19T17:58:47+00:00,cr1218#CR stored,,fl1#FL moved,,,,
collect_hu6460,Collect Goods,2024-02-20T06:06:23+00:00,,,,hu6460#HU collected,,,
collect_hu6464,Collect Goods,2024-02-20T06:13:46+00:00,,,,hu6464#HU collected,,,
collect_hu6454,Collect Goods,2024-02-20T06:18:00+00:00,,,,hu6454#HU collected,,,
collect_hu6466,Collect Goods,2024-02-20T06:23:52+00:00,,,,hu6466#HU collected,,,
load_truck_hu6454,Load Truck,2024-02-20T06:23:52+00:00,cr1212#CR laded,,,hu6454#HU loaded,,tr4#TR laded,
collect_hu6467,Collect Goods,2024-02-20T06:32:41+00:00,,,,hu6467#HU collected,,,
collect_hu6444,Collect Goods,2024-02-20T06:35:27+00:00,,,,hu6444#HU collected,,,
weigh_cr1216,Weigh,2024-02-20T06:35:44+00:00,cr1216#CR weighted,,fl2#FL weighing,,,,
stock_cr1216,Place in Stock,2024-02-20T06:38:35+00:00,cr1216#CR stored,,fl2#FL moved,,,,
pick_cr1215,Pick Up Empty Container,2024-02-20T06:38:51+00:00,cr1215#CR picked,,,,,,
drive_term_cr1217,Drive to Terminal,2024-02-20T06:38:51+00:00,cr1217#CR moved,,,,,tr3#TR moved,
collect_hu6451,Collect Goods,2024-02-20T06:41:37+00:00,,,,hu6451#HU collected,,,
collect_hu6472,Collect Goods,2024-02-20T06:43:08+00:00,,,,hu6472#HU collected,,,
load_truck_hu6451,Load Truck,2024-02-20T06:43:08+00:00,cr1212#CR laded,,,hu6451#HU loaded,,tr4#TR laded,
load_truck_hu6447,Load Truck,2024-02-20T06:46:10+00:00,cr1221#CR laded,,,hu6447#HU loaded,,tr6#TR laded,
weigh_cr1217,Weigh,2024-02-20T06:46:50+00:00,cr1217#CR weighted,,fl1#FL weighing,,,,
load_truck_hu6445,Load Truck,2024-02-20T06:49:05+00:00,cr1221#CR laded,,,hu6445#HU loaded,,tr6#TR laded,
to_bay_cr1217,Bring to Loading Bay,2024-02-20T06:50:13+00:00,cr1217#CR brought to bay,,fl1#FL moved,,,,
collect_hu6473,Collect Goods,2024-02-20T06:53:04+00:00,,,,hu6473#HU collected,,,
collect_hu6459,Collect Goods,2024-02-20T06:55:04+00:00,,,,hu6459#HU collected,,,
collect_hu6446,Collect Goods,2024-02-20T06:57:36+00:00,,,,hu6446#HU collected,,,
load_truck_hu6444,Load Truck,2024-02-20T06:58:18+00:00,cr1221#CR laded,,,hu6444#HU loaded,,tr6#TR laded,
create_td358,Create Transport Document,2024-02-20T07:34:26+00:00,,co359#TD created for CO,,,td358#created TD,,
load_veh_cr1217,Load to Vehicle,2024-02-20T07:53:45+00:00,cr1217#CR loaded,,fl1#FL moved,,,,vh77#VH laded
load_truck_hu6472,Load Truck,2024-02-20T07:58:26+00:00,cr1215#CR laded,,,hu6472#HU loaded,,tr3#TR laded,
load_truck_hu6448,Load Truck,2024-02-20T07:59:02+00:00,cr1221#CR laded,,,hu6448#HU loaded,,tr6#TR laded,
collect_hu6468,Collect Goods,2024-02-20T08:01:53+00:00,,,,hu6468#HU collected,,,
collect_hu6471,Collect Goods,2024-02-20T08:09:32+00:00,,,,hu6471#HU collected,,,
collect_hu6461,Collect Goods,2024-02-20T08:11:15+00:00,,,,hu6461#HU collected,,,
collect_hu6453,Collect Goods,2024-02-20T08:12:48+00:00,,,,hu6453#HU collected,,,
collect_hu6465,Collect Goods,2024-02-20T08:17:06+00:00,,,,hu6465#HU collected,,,
load_truck_hu6453,Load Truck,2024-02-20T08:17:06+00:00,cr1212#CR laded,,,hu6453#HU loaded,,tr4#TR laded,
collect_hu6470,Collect Goods,2024-02-20T08:18:23+00:00,,,,hu6470#HU collected,,,
collect_hu6455,Collect Goods,2024-02-20T08:24:52+00:00,,,,hu6455#HU collected,,,
collect_hu6457,Collect Goods,2024-02-20T08:29:43+00:00,,,,hu6457#HU collected,,,
load_truck_hu6455,Load Truck,2024-02-20T08:29:43+00:00,cr1212#CR laded,,,hu6455#HU loaded,,tr4#TR laded,
collect_hu6449,Collect Goods,2024-02-20T08:31:22+00:00,,,,hu6449#HU collected,,,
load_truck_hu6457,Load Truck,2024-02-20T08:31:22+00:00,cr1213#CR laded,,,hu6457#HU loaded,,tr1#TR laded,
collect_hu6475,Collect Goods,2024-02-20T08:32:01+00:00,,,,hu6475#HU collected,,,
collect_hu6474,Collect Goods,2024-02-20T08:33:52+00:00,,,,hu6474#HU collected,,,
collect_hu6463,Collect Goods,2024-02-20T08:36:46+00:00,,,,hu6463#HU collected,,,
collect_hu6462,Collect Goods,2024-02-20T08:37:37+00:00,,,,hu6462#HU collected,,,
collect_hu6456,Collect Goods,2024-02-20T08:38:13+00:00,,,,hu6456#HU collected,,,
load_truck_hu6459,Load Truck,2024-02-20T08:38:42+00:00,cr1208#CR laded,,,hu6459#HU loaded,,tr5#TR laded,
collect_hu6469,Collect Goods,2024-02-20T08:39:17+00:00,,,,hu6469#HU collected,,,
load_truck_hu6456,Load Truck,2024-02-20T08:39:17+00:00,cr1213#CR laded,,,hu6456#HU loaded,,tr1#TR laded,
load_truck_hu6460,Load Truck,2024-02-20T08:39:58+00:00,cr1208#CR laded,,,hu6460#HU loaded,,tr5#TR laded,
collect_hu6458,Collect Goods,2024-02-20T08:41:00+00:00,,,,hu6458#HU collected,,,
load_truck_hu6463,Load Truck,2024-02-20T08:42:19+00:00,cr1208#CR laded,,,hu6463#HU loaded,,tr5#TR laded,
load_truck_hu6464,Load Truck,2024-02-20T08:45:24+00:00,cr1204#CR laded,,,hu6464#HU loaded,,tr2#TR laded,
load_truck_hu6469,Load Truck,2024-02-20T08:46:09+00:00,cr1204#CR laded,,,hu6469#HU loaded,,tr2#TR laded,
load_truck_hu6462,Load Truck,2024-02-20T08:47:06+00:00,cr1208#CR laded,,,hu6462#HU loaded,,tr5#TR laded,
load_truck_hu6458,Load Truck,2024-02-20T08:47:48+00:00,cr1208#CR laded,,,hu6458#HU loaded,,tr5#TR laded,
load_truck_hu6467,Load Truck,2024-02-20T08:48:34+00:00,cr1204#CR laded,,,hu6467#HU loaded,,tr2#TR laded,
load_truck_hu6461,Load Truck,2024-02-20T08:49:58+00:00,cr1208#CR laded,,,hu6461#HU loaded,,tr5#TR laded,
load_truck_hu6468,Load Truck,2024-02-20T08:50:26+00:00,cr1204#CR laded,,,hu6468#HU loaded,,tr2#TR laded,
load_truck_hu6465,Load Truck,2024-02-20T08:52:14+00:00,cr1204#CR laded,,,hu6465#HU loaded,,tr2#TR laded,
load_truck_hu6466,Load Truck,2024-02-20T08:53:22+00:00,cr1204#CR laded,,,hu6466#HU loaded,,tr2#TR laded,
pick_cr1196,Pick Up Empty Container,2024-02-20T08:53:38+00:00,cr1196#CR picked,,,,,,
collect_hu6476,Collect Goods,2024-02-20T08:53:38+00:00,,,,hu6476#HU collected,,,
drive_term_cr1213,Drive to Terminal,2024-02-20T08:53:38+00:00,cr1213#CR moved,,,,,tr1#TR moved,
collect_hu6477,Collect Goods,2024-02-20T08:55:36+00:00,,,,hu6477#HU collected,,,
weigh_cr1213,Weigh,2024-02-20T08:57:17+00:00,cr1213#CR weighted,,fl2#FL weighing,,,,
collect_hu6478,Collect Goods,2024-02-20T08:57:38+00:00,,,,hu6478#HU collected,,,
stock_cr1213,Place in Stock,2024-02-20T08:59:11+00:00,cr1213#CR stored,,fl2#FL moved,,,,
load_truck_hu6473,Load Truck,2024-02-20T08:59:56+00:00,cr1215#CR laded,,,hu6473#HU loaded,,tr3#TR laded,
load_truck_hu6449,Load Truck,2024-02-20T09:03:09+00:00,cr1221#CR laded,,,hu6449#HU loaded,,tr6#TR laded,
load_truck_hu6446,Load Truck,2024-02-20T09:05:04+00:00,cr1221#CR laded,,,hu6446#HU loaded,,tr6#TR laded,
book_vehs_td358,Book Vehicles,2024-02-20T09:19:22+00:00,,,,,td358#VHs booked for TD,,vh78#booked VHs/vh80#booked VHs
pick_cr1206,Pick Up Empty Container,2024-02-20T09:41:01+00:00,cr1206#CR picked,,,,,,
drive_term_cr1212,Drive to Terminal,2024-02-20T09:41:01+00:00,cr1212#CR moved,,,,,tr4#TR moved,
order_crs_td358,Order Empty Containers,2024-02-20T09:42:28+00:00,cr1239#CRs ordered/cr1240#CRs ordered,,,,td358#ordered for TD,,
weigh_cr1212,Weigh,2024-02-20T09:43:10+00:00,cr1212#CR weighted,,fl2#FL weighing,,,,
stock_cr1212,Place in Stock,2024-02-20T09:48:10+00:00,cr1212#CR stored,,fl2#FL moved,,,,
pick_cr1230,Pick Up Empty Container,2024-02-20T09:49:22+00:00,cr1230#CR picked,,,,,,
drive_term_cr1221,Drive to Terminal,2024-02-20T09:49:22+00:00,cr1221#CR moved,,,,,tr6#TR moved,
weigh_cr1221,Weigh,2024-02-20T09:49:52+00:00,cr1221#CR weighted,,fl3#FL weighing,,,,
pick_cr1192,Pick Up Empty Container,2024-02-20T09:52:56+00:00,cr1192#CR picked,,,,,,
drive_term_cr1208,Drive to Terminal,2024-02-20T09:52:56+00:00,cr1208#CR moved,,,,,tr5#TR moved,
stock_cr1221,Place in Stock,2024-02-20T09:53:01+00:00,cr1221#CR stored,,fl3#FL moved,,,,
weigh_cr1208,Weigh,2024-02-20T09:55:44+00:00,cr1208#CR weighted,,fl2#FL weighing,,,,
stock_cr1208,Place in Stock,2024-02-20T09:58:17+00:00,cr1208#CR stored,,fl2#FL moved,,,,
pick_cr1240,Pick Up Empty Container,2024-02-20T09:58:31+00:00,cr1240#CR picked,,,,,,
drive_term_cr1204,Drive to Terminal,2024-02-20T09:58:31+00:00,cr1204#CR moved,,,,,tr2#TR moved,
collect_hu6480,Collect Goods,2024-02-20T09:59:45+00:00,,,,hu6480#HU collected,,,
depart_vh77,Depart,2024-02-20T10:00:00+00:00,cr1127#CR departed/cr1128#CR departed/cr1129#CR departed/cr1130#CR departed/cr1131#CR departed/cr1132#CR departed/cr1133#CR departed/cr1134#CR departed/cr1135#CR departed/cr1136#CR departed/cr1155#CR departed/cr1156#CR departed/cr1176#CR departed/cr1177#CR departed/cr1178#CR departed/cr1182#CR departed/cr1183#CR departed/cr1184#CR departed/cr1217#CR departed/cr1227#CR departed/cr1231#CR departed,,,,td324#TD with CR departure/td325#TD with CR departure/td331#TD with CR departure/td337#TD with CR departure/td339#TD with CR departure/td352#TD with CR departure/td354#TD with CR departure/td355#TD with CR departure,,vh77#VH departed
load_truck_hu6475,Load Truck,2024-02-20T10:02:14+00:00,cr1215#CR laded,,,hu6475#HU loaded,,tr3#TR laded,
load_truck_hu6471,Load Truck,2024-02-20T10:04:00+00:00,cr1215#CR laded,,,hu6471#HU loaded,,tr3#TR laded,
load_truck_hu6470,Load Truck,2024-02-20T10:05:17+00:00,cr1215#CR laded,,,hu6470#HU loaded,,tr3#TR laded,
load_truck_hu6474,Load Truck,2024-02-20T10:07:08+00:00,cr1215#CR laded,,,hu6474#HU loaded,,tr3#TR laded,
load_truck_hu6478,Load Truck,2024-02-20T10:07:42+00:00,cr1196#CR laded,,,hu6478#HU loaded,,tr1#TR laded,
load_truck_hu6477,Load Truck,2024-02-20T10:09:38+00:00,cr1196#CR laded,,,hu6477#HU loaded,,tr1#TR laded,
load_truck_hu6476,Load Truck,2024-02-20T10:14:26+00:00,cr1196#CR laded,,,hu6476#HU loaded,,tr1#TR laded,
drive_term_cr1215,Drive to Terminal,2024-02-20T10:18:47+00:00,cr1215#CR moved,,,,,tr3#TR moved,
weigh_cr1215,Weigh,2024-02-20T10:20:48+00:00,cr1215#CR weighted,,fl2#FL weighing,,,,
stock_cr1215,Place in Stock,2024-02-20T10:21:43+00:00,cr1215#CR stored,,fl2#FL moved,,,,
create_td359,Create Transport Document,2024-02-20T10:43:49+00:00,,co358#TD created for CO,,,td359#created TD,,
drive_term_cr1196,Drive to Terminal,2024-02-20T10:56:28+00:00,cr1196#CR moved,,,,,tr1#TR moved,
weigh_cr1196,Weigh,2024-02-20T10:57:58+00:00,cr1196#CR weighted,,fl2#FL weighing,,,,
order_crs_td357,Order Empty Containers,2024-02-20T10:58:28+00:00,cr1237#CRs ordered/cr1238#CRs ordered,,,,td357#ordered for TD,,
weigh_cr1204,Weigh,2024-02-20T11:00:24+00:00,cr1204#CR weighted,,fl1#FL weighing,,,,
collect_hu6494,Collect Goods,2024-02-20T11:02:14+00:00,,,,hu6494#HU collected,,,
load_truck_hu6480,Load Truck,2024-02-20T11:02:14+00:00,cr1206#CR laded,,,hu6480#HU loaded,,tr4#TR laded,
reg_co362,Register Customer Order,2024-02-20T11:26:26+00:00,,co362#registered CO,,,,,
stock_cr1204,Place in Stock,2024-02-20T12:02:35+00:00,cr1204#CR stored,,fl1#FL moved,,,,
collect_hu6485,Collect Goods,2024-02-20T12:05:01+00:00,,,,hu6485#HU collected,,,
load_truck_hu6494,Load Truck,2024-02-20T12:05:01+00:00,cr1192#CR laded,,,hu6494#HU loaded,,tr5#TR laded,
collect_hu6481,Collect Goods,2024-02-20T12:06:47+00:00,,,,hu6481#HU collected,,,
collect_hu6498,Collect Goods,2024-02-20T12:08:16+00:00,,,,hu6498#HU collected,,,
load_truck_hu6481,Load Truck,2024-02-20T12:08:16+00:00,cr1206#CR laded,,,hu6481#HU loaded,,tr4#TR laded,
collect_hu6492,Collect Goods,2024-02-20T12:13:02+00:00,,,,hu6492#HU collected,,,
load_truck_hu6498,Load Truck,2024-02-20T12:13:02+00:00,cr1240#CR laded,,,hu6498#HU loaded,,tr2#TR laded,
collect_hu6488,Collect Goods,2024-02-20T12:16:19+00:00,,,,hu6488#HU collected,,,
load_truck_hu6492,Load Truck,2024-02-20T12:16:19+00:00,cr1192#CR laded,,,hu6492#HU loaded,,tr5#TR laded,
collect_hu6487,Collect Goods,2024-02-20T12:18:34+00:00,,,,hu6487#HU collected,,,
collect_hu6499,Collect Goods,2024-02-20T12:19:44+00:00,,,,hu6499#HU collected,,,
collect_hu6482,Collect Goods,2024-02-20T12:21:16+00:00,,,,hu6482#HU collected,,,
load_truck_hu6499,Load Truck,2024-02-20T12:21:16+00:00,cr1240#CR laded,,,hu6499#HU loaded,,tr2#TR laded,
collect_hu6495,Collect Goods,2024-02-20T12:23:56+00:00,,,,hu6495#HU collected,,,
load_truck_hu6482,Load Truck,2024-02-20T12:23:56+00:00,cr1206#CR laded,,,hu6482#HU loaded,,tr4#TR laded,
collect_hu6490,Collect Goods,2024-02-20T12:24:57+00:00,,,,hu6490#HU collected,,,
load_truck_hu6495,Load Truck,2024-02-20T12:24:57+00:00,cr1192#CR laded,,,hu6495#HU loaded,,tr5#TR laded,
collect_hu6483,Collect Goods,2024-02-20T12:32:41+00:00,,,,hu6483#HU collected,,,
collect_hu6484,Collect Goods,2024-02-20T12:37:30+00:00,,,,hu6484#HU collected,,,
load_truck_hu6483,Load Truck,2024-02-20T12:37:30+00:00,cr1206#CR laded,,,hu6483#HU loaded,,tr4#TR laded,
collect_hu6479,Collect Goods,2024-02-20T12:38:30+00:00,,,,hu6479#HU collected,,,
collect_hu6486,Collect Goods,2024-02-20T12:40:37+00:00,,,,hu6486#HU collected,,,
load_truck_hu6479,Load Truck,2024-02-20T12:41:42+00:00,cr1206#CR laded,,,hu6479#HU loaded,,tr4#TR laded,
collect_hu6497,Collect Goods,2024-02-20T12:42:21+00:00,,,,hu6497#HU collected,,,
collect_hu6489,Collect Goods,2024-02-20T12:43:03+00:00,,,,hu6489#HU collected,,,
load_truck_hu6497,Load Truck,2024-02-20T12:43:03+00:00,cr1240#CR laded,,,hu6497#HU loaded,,tr2#TR laded,
collect_hu6491,Collect Goods,2024-02-20T12:43:53+00:00,,,,hu6491#HU collected,,,
load_truck_hu6484,Load Truck,2024-02-20T12:44:52+00:00,cr1206#CR laded,,,hu6484#HU loaded,,tr4#TR laded,
collect_hu6496,Collect Goods,2024-02-20T12:50:47+00:00,,,,hu6496#HU collected,,,
load_truck_hu6491,Load Truck,2024-02-20T12:50:47+00:00,cr1192#CR laded,,,hu6491#HU loaded,,tr5#TR laded,
collect_hu6493,Collect Goods,2024-02-20T12:54:21+00:00,,,,hu6493#HU collected,,,
load_truck_hu6488,Load Truck,2024-02-20T12:55:03+00:00,cr1230#CR laded,,,hu6488#HU loaded,,tr6#TR laded,
load_truck_hu6496,Load Truck,2024-02-20T12:56:09+00:00,cr1192#CR laded,,,hu6496#HU loaded,,tr5#TR laded,
drive_term_cr1240,Drive to Terminal,2024-02-20T12:56:29+00:00,cr1240#CR moved,,,,,tr2#TR moved,
load_truck_hu6487,Load Truck,2024-02-20T12:57:54+00:00,cr1230#CR laded,,,hu6487#HU loaded,,tr6#TR laded,
drive_term_cr1206,Drive to Terminal,2024-02-20T12:58:02+00:00,cr1206#CR moved,,,,,tr4#TR moved,
stock_cr1196,Place in Stock,2024-02-20T12:58:16+00:00,cr1196#CR stored,,fl2#FL moved,,,,
weigh_cr1240,Weigh,2024-02-20T12:58:17+00:00,cr1240#CR weighted,,fl1#FL weighing,,,,
stock_cr1240,Place in Stock,2024-02-20T12:59:49+00:00,cr1240#CR stored,,fl1#FL moved,,,,
book_vehs_td359,Book Vehicles,2024-02-20T13:37:15+00:00,,,,,td359#VHs booked for TD,,vh83#booked VHs
load_truck_hu6493,Load Truck,2024-02-20T13:55:19+00:00,cr1192#CR laded,,,hu6493#HU loaded,,tr5#TR laded,
weigh_cr1206,Weigh,2024-02-20T13:58:56+00:00,cr1206#CR weighted,,fl2#FL weighing,,,,
stock_cr1206,Place in Stock,2024-02-20T13:59:30+00:00,cr1206#CR stored,,fl2#FL moved,,,,
load_truck_hu6485,Load Truck,2024-02-20T13:59:43+00:00,cr1230#CR laded,,,hu6485#HU loaded,,tr6#TR laded,
load_truck_hu6489,Load Truck,2024-02-20T15:03:18+00:00,cr1230#CR laded,,,hu6489#HU loaded,,tr6#TR laded,
load_truck_hu6486,Load Truck,2024-02-20T15:05:12+00:00,cr1230#CR laded,,,hu6486#HU loaded,,tr6#TR laded,
load_truck_hu6490,Load Truck,2024-02-20T15:08:44+00:00,cr1230#CR laded,,,hu6490#HU loaded,,tr6#TR laded,
