id,activity,timestamp,ot:CUSTOMER,ot:MAT,ot:MAT_PLA,ot:PLA,ot:PO_ITEM,ot:SO_ITEM,ot:SUPPLIER,Stock Before,Stock After
e383,Create Sales Order Item,2024-01-07T00:00:00+00:00,CUSTOMER--26#None,MAT-31#None,MAT-31_Plant4#None,Plant4#None,,SO_ITEM--125-2#None,,0.0,0.0
e597,Create Sales Order Item,2024-01-07T00:00:00+00:00,CUSTOMER--13#None,MAT-47#None,MAT-47_Plant4#None,Plant4#None,,SO_ITEM--173-4#None,,20.0,20.0
e616,Create Sales Order Item,2024-01-07T00:00:00+00:00,CUSTOMER--13#None,MAT-48#None,MAT-48_Plant2#None,Plant2#None,,SO_ITEM--173-3#None,,0.0,0.0
e904,Create Sales Order Item,2024-01-07T00:00:00+00:00,CUSTOMER--13#None,MAT-68#None,MAT-68_Plant3#None,Plant3#None,,SO_ITEM--173-1#None,,0.0,0.0
e1039,Create Sales Order Item,2024-01-07T00:00:00+00:00,CUSTOMER--26#None,MAT-78#None,MAT-78_Plant5#None,Plant5#None,,SO_ITEM--125-1#None,,0.0,0.0
e1283,Create Sales Order Item,2024-01-07T00:00:00+00:00,CUSTOMER--13#None,MAT-98#None,MAT-98_Plant5#None,Plant5#None,,SO_ITEM--173-2#None,,0.0,0.0
e205,Create Purchase Order Item,2024-01-08T00:00:00+00:00,,MAT-17#None,MAT-17_Plant5#None,Plant5#None,PO_ITEM--84-5#None,,SUPPLIER--13#None,0.0,0.0
e337,Create Purchase Order Item,2024-01-08T00:00:00+00:00,,MAT-27#None,MAT-27_Plant5#None,Plant5#None,PO_ITEM--84-2#None,,SUPPLIER--13#None,41.0,41.0
e598,Create Purchase Suggestion Item,2024-01-08T00:00:00+00:00,,MAT-47#None,MAT-47_Plant3#None,Plant3#None,,,,20.0,20.0
e729,Create Purchase Order Item,2024-01-08T00:00:00+00:00,,MAT-55#None,MAT-55_Plant1#None,Plant1#None,PO_ITEM--84-3#None,,SUPPLIER--13#None,96.0,96.0
e816,Create Sales Order Item,2024-01-08T00:00:00+00:00,CUSTOMER--39#None,MAT-62#None,MAT-62_Plant1#None,Plant1#None,,SO_ITEM--145-2#None,,110.0,110.0
e831,Create Sales Order Item,2024-01-08T00:00:00+00:00,CUSTOMER--49#None,MAT-63#None,MAT-63_Plant5#None,Plant5#None,,SO_ITEM--79-1#None,,0.0,0.0
e932,Create Sales Order Item,2024-01-08T00:00:00+00:00,CUSTOMER--39#None,MAT-70#None,MAT-70_Plant3#None,Plant3#None,,SO_ITEM--145-1#None,,26.0,26.0
e1232,Create Purchase Order Item,2024-01-08T00:00:00+00:00,,MAT-94#None,MAT-94_Plant1#None,Plant1#None,PO_ITEM--84-4#None,,SUPPLIER--13#None,0.0,0.0
e1284,Create Purchase Order Item,2024-01-08T00:00:00+00:00,,MAT-98#None,MAT-98_Plant3#None,Plant3#None,PO_ITEM--84-1#None,,SUPPLIER--13#None,0.0,0.0
e268,Create Sales Order Item,2024-01-09T00:00:00+00:00,CUSTOMER--46#None,MAT-22#None,MAT-22_Plant5#None,Plant5#None,,SO_ITEM--48-2#None,,23.0,23.0
e481,Create Sales Order Item,2024-01-09T00:00:00+00:00,CUSTOMER--46#None,MAT-38#None,MAT-38_Plant1#None,Plant1#None,,SO_ITEM--48-4#None,,127.0,127.0
e494,Create Sales Order Item,2024-01-09T00:00:00+00:00,CUSTOMER--46#None,MAT-39#None,MAT-39_Plant4#None,Plant4#None,,SO_ITEM--48-3#None,,73.0,73.0
e945,Create Sales Order Item,2024-01-09T00:00:00+00:00,CUSTOMER--46#None,MAT-71#None,MAT-71_Plant3#None,Plant3#None,,SO_ITEM--48-5#None,,0.0,0.0
e1245,Create Sales Order Item,2024-01-09T00:00:00+00:00,CUSTOMER--46#None,MAT-95#None,MAT-95_Plant1#None,Plant1#None,,SO_ITEM--48-1#None,,0.0,0.0
e317,Create Purchase Order Item,2024-01-10T00:00:00+00:00,,MAT-26#None,MAT-26_Plant3#None,Plant3#None,PO_ITEM--22-1#None,,SUPPLIER--22#None,93.0,93.0
e393,Create Purchase Order Item,2024-01-10T00:00:00+00:00,,MAT-32#None,MAT-32_Plant3#None,Plant3#None,PO_ITEM--145-1#None,,SUPPLIER--9#None,0.0,0.0
e465,Create Purchase Order Item,2024-01-10T00:00:00+00:00,,MAT-37#None,MAT-37_Plant3#None,Plant3#None,PO_ITEM--145-3#None,,SUPPLIER--9#None,39.0,39.0
e1246,Create Purchase Order Item,2024-01-10T00:00:00+00:00,,MAT-95#None,MAT-95_Plant1#None,Plant1#None,PO_ITEM--145-2#None,,SUPPLIER--9#None,0.0,0.0
e449,Create Sales Order Item,2024-01-11T00:00:00+00:00,CUSTOMER--23#None,MAT-36#None,MAT-36_Plant5#None,Plant5#None,,SO_ITEM--130-3#None,,65.0,65.0
e466,Create Sales Order Item,2024-01-11T00:00:00+00:00,CUSTOMER--23#None,MAT-37#None,MAT-37_Plant5#None,Plant5#None,,SO_ITEM--130-1#None,,39.0,39.0
e514,Goods Issue,2024-01-11T00:00:00+00:00,CUSTOMER--436137#None,MAT-41#None,MAT-41_Plant3#None,Plant3#None,,,,57.0,0.0
e617,Create Sales Order Item,2024-01-11T00:00:00+00:00,CUSTOMER--23#None,MAT-48#None,MAT-48_Plant3#None,Plant3#None,,SO_ITEM--130-4#None,,0.0,0.0
e766,Create Sales Order Item,2024-01-11T00:00:00+00:00,CUSTOMER--23#None,MAT-58#None,MAT-58_Plant1#None,Plant1#None,,SO_ITEM--130-2#None,,73.0,73.0
e1005,Create Purchase Order Item,2024-01-11T00:00:00+00:00,,MAT-75#None,MAT-75_Plant2#None,Plant2#None,PO_ITEM--28-2#None,,SUPPLIER--6#None,0.0,0.0
e1258,Create Purchase Order Item,2024-01-11T00:00:00+00:00,,MAT-96#None,MAT-96_Plant5#None,Plant5#None,PO_ITEM--28-1#None,,SUPPLIER--6#None,0.0,0.0
e81,Create Sales Order Item,2024-01-12T00:00:00+00:00,CUSTOMER--34#None,MAT-8#None,MAT-8_Plant2#None,Plant2#None,,SO_ITEM--68-5#None,,94.0,94.0
e170,Create Purchase Order Item,2024-01-12T00:00:00+00:00,,MAT-14#None,MAT-14_Plant4#None,Plant4#None,PO_ITEM--146-1#None,,SUPPLIER--21#None,129.0,129.0
e253,Create Purchase Order Item,2024-01-12T00:00:00+00:00,,MAT-21#None,MAT-21_Plant4#None,Plant4#None,PO_ITEM--146-4#None,,SUPPLIER--21#None,71.0,71.0
e360,Create Sales Order Item,2024-01-12T00:00:00+00:00,CUSTOMER--34#None,MAT-29#None,MAT-29_Plant1#None,Plant1#None,,SO_ITEM--68-3#None,,0.0,0.0
e578,Create Sales Order Item,2024-01-12T00:00:00+00:00,CUSTOMER--34#None,MAT-46#None,MAT-46_Plant2#None,Plant2#None,,SO_ITEM--68-2#None,,0.0,0.0
e651,Create Sales Order Item,2024-01-12T00:00:00+00:00,CUSTOMER--34#None,MAT-50#None,MAT-50_Plant5#None,Plant5#None,,SO_ITEM--68-1#None,,0.0,0.0
e712,Create Purchase Order Item,2024-01-12T00:00:00+00:00,,MAT-54#None,MAT-54_Plant4#None,Plant4#None,PO_ITEM--146-5#None,,SUPPLIER--21#None,0.0,0.0
e946,Create Purchase Order Item,2024-01-12T00:00:00+00:00,,MAT-71#None,MAT-71_Plant5#None,Plant5#None,PO_ITEM--146-2#None,,SUPPLIER--21#None,0.0,0.0
e1077,Create Purchase Order Item,2024-01-12T00:00:00+00:00,,MAT-81#None,MAT-81_Plant4#None,Plant4#None,PO_ITEM--146-3#None,,SUPPLIER--21#None,0.0,0.0
e1126,Goods Issue,2024-01-12T00:00:00+00:00,CUSTOMER--906867#None,MAT-85#None,MAT-85_Plant5#None,Plant5#None,,,,2.0,0.0
e1297,Create Sales Order Item,2024-01-12T00:00:00+00:00,CUSTOMER--34#None,MAT-99#None,MAT-99_Plant4#None,Plant4#None,,SO_ITEM--68-4#None,,0.0,0.0
e303,Create Purchase Order Item,2024-01-13T00:00:00+00:00,,MAT-25#None,MAT-25_Plant3#None,Plant3#None,PO_ITEM--112-1#None,,SUPPLIER--25#None,0.0,0.0
e482,Create Purchase Order Item,2024-01-13T00:00:00+00:00,,MAT-38#None,MAT-38_Plant5#None,Plant5#None,PO_ITEM--112-4#None,,SUPPLIER--25#None,176.0,176.0
e505,Create Purchase Order Item,2024-01-13T00:00:00+00:00,,MAT-40#None,MAT-40_Plant4#None,Plant4#None,PO_ITEM--112-2#None,,SUPPLIER--25#None,0.0,0.0
e787,Goods Issue,2024-01-13T00:00:00+00:00,CUSTOMER--458181#None,MAT-60#None,MAT-60_Plant3#None,Plant3#None,,,,96.0,0.0
e985,Create Purchase Order Item,2024-01-13T00:00:00+00:00,,MAT-74#None,MAT-74_Plant2#None,Plant2#None,PO_ITEM--112-5#None,,SUPPLIER--25#None,83.0,83.0
e1173,Create Purchase Order Item,2024-01-13T00:00:00+00:00,,MAT-89#None,MAT-89_Plant5#None,Plant5#None,PO_ITEM--112-3#None,,SUPPLIER--25#None,40.0,40.0
e43,Create Purchase Order Item,2024-01-15T00:00:00+00:00,,MAT-5#None,MAT-5_Plant1#None,Plant1#None,PO_ITEM--72-1#None,,SUPPLIER--4#None,0.0,0.0
e214,Create Sales Order Item,2024-01-16T00:00:00+00:00,CUSTOMER--1#None,MAT-18#None,MAT-18_Plant3#None,Plant3#None,,SO_ITEM--42-1#None,,21.0,21.0
e885,Create Sales Order Item,2024-01-16T00:00:00+00:00,CUSTOMER--1#None,MAT-67#None,MAT-67_Plant1#None,Plant1#None,,SO_ITEM--42-2#None,,20.0,20.0
e947,Create Purchase Suggestion Item,2024-01-16T00:00:00+00:00,,MAT-71#None,MAT-71_Plant4#None,Plant4#None,,,,0.0,0.0
e1049,Create Sales Order Item,2024-01-16T00:00:00+00:00,CUSTOMER--1#None,MAT-79#None,MAT-79_Plant2#None,Plant2#None,,SO_ITEM--42-3#None,,113.0,113.0
e1062,Create Sales Order Item,2024-01-16T00:00:00+00:00,CUSTOMER--1#None,MAT-80#None,MAT-80_Plant3#None,Plant3#None,,SO_ITEM--42-4#None,,56.0,56.0
e678,Goods Receipt,2024-01-17T00:00:00+00:00,,MAT-52#None,MAT-52_Plant1#None,Plant1#None,PO_ITEM--110-3#None,,SUPPLIER--25#None,0.0,81.0
e1152,Goods Receipt,2024-01-17T00:00:00+00:00,,MAT-87#None,MAT-87_Plant3#None,Plant3#None,PO_ITEM--112-4#None,,SUPPLIER--25#None,0.0,20.0
e232,Create Sales Order Item,2024-01-19T00:00:00+00:00,CUSTOMER--10#None,MAT-19#None,MAT-19_Plant3#None,Plant3#None,,SO_ITEM--53-4#None,,0.0,0.0
e412,Create Sales Order Item,2024-01-19T00:00:00+00:00,CUSTOMER--10#None,MAT-33#None,MAT-33_Plant2#None,Plant2#None,,SO_ITEM--53-2#None,,0.0,0.0
e515,Create Sales Order Item,2024-01-19T00:00:00+00:00,CUSTOMER--10#None,MAT-41#None,MAT-41_Plant1#None,Plant1#None,,SO_ITEM--53-1#None,,74.0,74.0
e986,Create Sales Order Item,2024-01-19T00:00:00+00:00,CUSTOMER--10#None,MAT-74#None,MAT-74_Plant1#None,Plant1#None,,SO_ITEM--53-3#None,,174.0,174.0
e1174,Goods Issue,2024-01-21T00:00:00+00:00,CUSTOMER--316849#None,MAT-89#None,MAT-89_Plant4#None,Plant4#None,,,,40.0,26.0
e16,Create Sales Order Item,2024-01-22T00:00:00+00:00,CUSTOMER--2#None,MAT-2#None,MAT-2_Plant5#None,Plant5#None,,SO_ITEM--159-1#None,,0.0,0.0
e68,Create Sales Order Item,2024-01-22T00:00:00+00:00,CUSTOMER--2#None,MAT-7#None,MAT-7_Plant2#None,Plant2#None,,SO_ITEM--159-3#None,,0.0,0.0
e109,Create Sales Order Item,2024-01-22T00:00:00+00:00,CUSTOMER--2#None,MAT-10#None,MAT-10_Plant1#None,Plant1#None,,SO_ITEM--159-2#None,,0.0,0.0
e254,Create Purchase Order Item,2024-01-22T00:00:00+00:00,,MAT-21#None,MAT-21_Plant4#None,Plant4#None,PO_ITEM--23-1#None,,SUPPLIER--17#None,71.0,71.0
e1020,Create Sales Order Item,2024-01-22T00:00:00+00:00,CUSTOMER--2#None,MAT-76#None,MAT-76_Plant4#None,Plant4#None,,SO_ITEM--159-5#None,,0.0,0.0
e1233,Create Sales Order Item,2024-01-22T00:00:00+00:00,CUSTOMER--2#None,MAT-94#None,MAT-94_Plant3#None,Plant3#None,,SO_ITEM--159-4#None,,0.0,0.0
e1273,Create Purchase Order Item,2024-01-22T00:00:00+00:00,,MAT-97#None,MAT-97_Plant3#None,Plant3#None,PO_ITEM--23-2#None,,SUPPLIER--17#None,0.0,0.0
e188,Create Sales Order Item,2024-01-25T00:00:00+00:00,CUSTOMER--50#None,MAT-15#None,MAT-15_Plant5#None,Plant5#None,,SO_ITEM--137-2#None,,4.0,4.0
e245,Create Sales Order Item,2024-01-25T00:00:00+00:00,CUSTOMER--50#None,MAT-20#None,MAT-20_Plant5#None,Plant5#None,,SO_ITEM--137-4#None,,0.0,0.0
e269,Create Sales Order Item,2024-01-25T00:00:00+00:00,CUSTOMER--50#None,MAT-22#None,MAT-22_Plant1#None,Plant1#None,,SO_ITEM--137-1#None,,23.0,23.0
e847,Create Sales Order Item,2024-01-25T00:00:00+00:00,CUSTOMER--50#None,MAT-64#None,MAT-64_Plant2#None,Plant2#None,,SO_ITEM--137-3#None,,161.0,161.0
e1050,Goods Issue,2024-01-25T00:00:00+00:00,CUSTOMER--142113#None,MAT-79#None,MAT-79_Plant4#None,Plant4#None,,,,145.0,117.0
e1175,Goods Issue,2024-01-25T00:00:00+00:00,CUSTOMER--727119#None,MAT-89#None,MAT-89_Plant4#None,Plant4#None,,,,26.0,0.0
e1274,Create Sales Order Item,2024-01-25T00:00:00+00:00,CUSTOMER--50#None,MAT-97#None,MAT-97_Plant4#None,Plant4#None,,SO_ITEM--137-5#None,,0.0,0.0
e110,Create Sales Order Item,2024-01-26T00:00:00+00:00,CUSTOMER--40#None,MAT-10#None,MAT-10_Plant3#None,Plant3#None,,SO_ITEM--95-3#None,,10.0,10.0
e1040,Create Sales Order Item,2024-01-26T00:00:00+00:00,CUSTOMER--40#None,MAT-78#None,MAT-78_Plant3#None,Plant3#None,,SO_ITEM--95-1#None,,0.0,0.0
e1078,Create Sales Order Item,2024-01-26T00:00:00+00:00,CUSTOMER--40#None,MAT-81#None,MAT-81_Plant3#None,Plant3#None,,SO_ITEM--95-2#None,,89.0,89.0
e679,Create Sales Order Item,2024-01-27T00:00:00+00:00,CUSTOMER--25#None,MAT-52#None,MAT-52_Plant5#None,Plant5#None,,SO_ITEM--55-2#None,,64.0,64.0
e948,Create Sales Order Item,2024-01-27T00:00:00+00:00,CUSTOMER--25#None,MAT-71#None,MAT-71_Plant5#None,Plant5#None,,SO_ITEM--55-3#None,,0.0,0.0
e1285,Create Sales Order Item,2024-01-27T00:00:00+00:00,CUSTOMER--25#None,MAT-98#None,MAT-98_Plant1#None,Plant1#None,,SO_ITEM--55-1#None,,0.0,0.0
e152,Create Sales Order Item,2024-01-28T00:00:00+00:00,CUSTOMER--12#None,MAT-13#None,MAT-13_Plant3#None,Plant3#None,,SO_ITEM--5-2#None,,0.0,0.0
e394,Goods Receipt,2024-01-28T00:00:00+00:00,,MAT-32#None,MAT-32_Plant4#None,Plant4#None,PO_ITEM--98-1#None,,SUPPLIER--11#None,0.0,71.0
e450,Create Sales Order Item,2024-01-28T00:00:00+00:00,CUSTOMER--12#None,MAT-36#None,MAT-36_Plant5#None,Plant5#None,,SO_ITEM--5-3#None,,65.0,65.0
e569,Create Sales Order Item,2024-01-28T00:00:00+00:00,CUSTOMER--47#None,MAT-45#None,MAT-45_Plant1#None,Plant1#None,,SO_ITEM--9-1#None,,0.0,0.0
e680,Create Sales Order Item,2024-01-28T00:00:00+00:00,CUSTOMER--47#None,MAT-52#None,MAT-52_Plant3#None,Plant3#None,,SO_ITEM--9-2#None,,64.0,64.0
e738,Create Sales Order Item,2024-01-28T00:00:00+00:00,CUSTOMER--47#None,MAT-56#None,MAT-56_Plant2#None,Plant2#None,,SO_ITEM--9-3#None,,0.0,0.0
e1029,Goods Receipt,2024-01-28T00:00:00+00:00,,MAT-77#None,MAT-77_Plant3#None,Plant3#None,PO_ITEM--118-1#None,,SUPPLIER--26#None,0.0,66.0
e1286,Create Sales Order Item,2024-01-28T00:00:00+00:00,CUSTOMER--12#None,MAT-98#None,MAT-98_Plant5#None,Plant5#None,,SO_ITEM--5-1#None,,0.0,0.0
e25,Create Purchase Order Item,2024-01-29T00:00:00+00:00,,MAT-3#None,MAT-3_Plant5#None,Plant5#None,PO_ITEM--39-2#None,,SUPPLIER--26#None,92.0,92.0
e270,Create Purchase Order Item,2024-01-29T00:00:00+00:00,,MAT-22#None,MAT-22_Plant2#None,Plant2#None,PO_ITEM--56-2#None,,SUPPLIER--10#None,23.0,23.0
e304,Create Purchase Order Item,2024-01-29T00:00:00+00:00,,MAT-25#None,MAT-25_Plant4#None,Plant4#None,PO_ITEM--58-1#None,,SUPPLIER--13#None,0.0,0.0
e318,Create Purchase Order Item,2024-01-29T00:00:00+00:00,,MAT-26#None,MAT-26_Plant4#None,Plant4#None,PO_ITEM--56-1#None,,SUPPLIER--10#None,117.0,117.0
e618,Create Purchase Order Item,2024-01-29T00:00:00+00:00,,MAT-48#None,MAT-48_Plant3#None,Plant3#None,PO_ITEM--39-1#None,,SUPPLIER--26#None,0.0,0.0
e1109,Create Purchase Suggestion Item,2024-01-29T00:00:00+00:00,,MAT-83#None,MAT-83_Plant1#None,Plant1#None,,,,38.0,38.0
e233,Create Sales Order Item,2024-01-30T00:00:00+00:00,CUSTOMER--35#None,MAT-19#None,MAT-19_Plant4#None,Plant4#None,,SO_ITEM--177-4#None,,0.0,0.0
e305,Create Sales Order Item,2024-01-30T00:00:00+00:00,CUSTOMER--35#None,MAT-25#None,MAT-25_Plant2#None,Plant2#None,,SO_ITEM--177-1#None,,0.0,0.0
e1063,Create Sales Order Item,2024-01-30T00:00:00+00:00,CUSTOMER--35#None,MAT-80#None,MAT-80_Plant5#None,Plant5#None,,SO_ITEM--177-3#None,,56.0,56.0
e1298,Create Sales Order Item,2024-01-30T00:00:00+00:00,CUSTOMER--35#None,MAT-99#None,MAT-99_Plant4#None,Plant4#None,,SO_ITEM--177-2#None,,0.0,0.0
e111,Create Sales Order Item,2024-01-31T00:00:00+00:00,CUSTOMER--38#None,MAT-10#None,MAT-10_Plant5#None,Plant5#None,,SO_ITEM--41-1#None,,0.0,0.0
e112,Create Sales Order Item,2024-01-31T00:00:00+00:00,CUSTOMER--38#None,MAT-10#None,MAT-10_Plant3#None,Plant3#None,,SO_ITEM--41-3#None,,10.0,10.0
e693,Create Sales Order Item,2024-01-31T00:00:00+00:00,CUSTOMER--38#None,MAT-53#None,MAT-53_Plant5#None,Plant5#None,,SO_ITEM--41-5#None,,0.0,0.0
e916,Create Purchase Suggestion Item,2024-01-31T00:00:00+00:00,,MAT-69#None,MAT-69_Plant1#None,Plant1#None,,,,0.0,0.0
e917,Create Sales Order Item,2024-01-31T00:00:00+00:00,CUSTOMER--38#None,MAT-69#None,MAT-69_Plant2#None,Plant2#None,,SO_ITEM--41-2#None,,0.0,0.0
e1176,Create Sales Order Item,2024-01-31T00:00:00+00:00,CUSTOMER--38#None,MAT-89#None,MAT-89_Plant1#None,Plant1#None,,SO_ITEM--41-4#None,,0.0,0.0
e215,Goods Issue,2024-02-01T00:00:00+00:00,CUSTOMER--883568#None,MAT-18#None,MAT-18_Plant2#None,Plant2#None,,,,71.0,62.0
e54,Create Purchase Order Item,2024-02-02T00:00:00+00:00,,MAT-6#None,MAT-6_Plant2#None,Plant2#None,PO_ITEM--7-1#None,,SUPPLIER--19#None,62.0,62.0
e82,Create Sales Order Item,2024-02-02T00:00:00+00:00,CUSTOMER--27#None,MAT-8#None,MAT-8_Plant3#None,Plant3#None,,SO_ITEM--109-3#None,,0.0,0.0
e395,Create Sales Order Item,2024-02-02T00:00:00+00:00,CUSTOMER--3#None,MAT-32#None,MAT-32_Plant2#None,Plant2#None,,SO_ITEM--22-2#None,,71.0,71.0
e555,Create Sales Order Item,2024-02-02T00:00:00+00:00,CUSTOMER--27#None,MAT-44#None,MAT-44_Plant4#None,Plant4#None,,SO_ITEM--109-4#None,,0.0,0.0
e579,Create Sales Order Item,2024-02-02T00:00:00+00:00,CUSTOMER--27#None,MAT-46#None,MAT-46_Plant2#None,Plant2#None,,SO_ITEM--109-1#None,,0.0,0.0
e713,Create Sales Order Item,2024-02-02T00:00:00+00:00,CUSTOMER--27#None,MAT-54#None,MAT-54_Plant1#None,Plant1#None,,SO_ITEM--109-2#None,,0.0,0.0
e972,Create Purchase Order Item,2024-02-02T00:00:00+00:00,,MAT-73#None,MAT-73_Plant2#None,Plant2#None,PO_ITEM--7-2#None,,SUPPLIER--19#None,130.0,130.0
e1088,Create Sales Order Item,2024-02-02T00:00:00+00:00,CUSTOMER--3#None,MAT-82#None,MAT-82_Plant5#None,Plant5#None,,SO_ITEM--22-1#None,,0.0,0.0
e338,Create Sales Order Item,2024-02-03T00:00:00+00:00,CUSTOMER--18#None,MAT-27#None,MAT-27_Plant4#None,Plant4#None,,SO_ITEM--148-2#None,,41.0,41.0
e396,Create Sales Order Item,2024-02-03T00:00:00+00:00,CUSTOMER--18#None,MAT-32#None,MAT-32_Plant3#None,Plant3#None,,SO_ITEM--148-1#None,,71.0,71.0
e516,Create Sales Order Item,2024-02-03T00:00:00+00:00,CUSTOMER--9#None,MAT-41#None,MAT-41_Plant5#None,Plant5#None,,SO_ITEM--149-1#None,,74.0,74.0
e289,Create Sales Order Item,2024-02-04T00:00:00+00:00,CUSTOMER--16#None,MAT-24#None,MAT-24_Plant2#None,Plant2#None,,SO_ITEM--49-1#None,,184.0,184.0
e523,Create Sales Order Item,2024-02-04T00:00:00+00:00,CUSTOMER--16#None,MAT-42#None,MAT-42_Plant1#None,Plant1#None,,SO_ITEM--49-2#None,,0.0,0.0
e886,Create Sales Order Item,2024-02-04T00:00:00+00:00,CUSTOMER--16#None,MAT-67#None,MAT-67_Plant3#None,Plant3#None,,SO_ITEM--49-4#None,,17.0,17.0
e44,Goods Receipt,2024-02-06T00:00:00+00:00,,MAT-5#None,MAT-5_Plant5#None,Plant5#None,PO_ITEM--94-3#None,,SUPPLIER--12#None,0.0,69.0
e113,Goods Receipt,2024-02-06T00:00:00+00:00,,MAT-10#None,MAT-10_Plant2#None,Plant2#None,PO_ITEM--110-5#None,,SUPPLIER--25#None,0.0,27.0
e1159,Goods Issue,2024-02-08T00:00:00+00:00,CUSTOMER--956608#None,MAT-88#None,MAT-88_Plant1#None,Plant1#None,,,,75.0,0.0
e506,Goods Receipt,2024-02-09T00:00:00+00:00,,MAT-40#None,MAT-40_Plant4#None,Plant4#None,PO_ITEM--29-4#None,,SUPPLIER--29#None,0.0,54.0
e1287,Create Purchase Suggestion Item,2024-02-09T00:00:00+00:00,,MAT-98#None,MAT-98_Plant2#None,Plant2#None,,,,0.0,0.0
e1288,Create Purchase Suggestion Item,2024-02-09T00:00:00+00:00,,MAT-98#None,MAT-98_Plant3#None,Plant3#None,,,,0.0,0.0
e171,Create Purchase Order Item,2024-02-10T00:00:00+00:00,,MAT-14#None,MAT-14_Plant5#None,Plant5#None,PO_ITEM--25-4#None,,SUPPLIER--24#None,0.0,0.0
e276,Create Purchase Order Item,2024-02-10T00:00:00+00:00,,MAT-23#None,MAT-23_Plant4#None,Plant4#None,PO_ITEM--147-1#None,,SUPPLIER--4#None,0.0,0.0
e788,Create Purchase Order Item,2024-02-10T00:00:00+00:00,,MAT-60#None,MAT-60_Plant1#None,Plant1#None,PO_ITEM--25-2#None,,SUPPLIER--24#None,0.0,0.0
e973,Create Purchase Order Item,2024-02-10T00:00:00+00:00,,MAT-73#None,MAT-73_Plant5#None,Plant5#None,PO_ITEM--25-1#None,,SUPPLIER--24#None,130.0,130.0
e1247,Create Purchase Order Item,2024-02-10T00:00:00+00:00,,MAT-95#None,MAT-95_Plant2#None,Plant2#None,PO_ITEM--25-3#None,,SUPPLIER--24#None,0.0,0.0
e665,Create Sales Order Item,2024-02-12T00:00:00+00:00,CUSTOMER--33#None,MAT-51#None,MAT-51_Plant3#None,Plant3#None,,SO_ITEM--102-1#None,,0.0,0.0
e767,Create Sales Order Item,2024-02-12T00:00:00+00:00,CUSTOMER--33#None,MAT-58#None,MAT-58_Plant2#None,Plant2#None,,SO_ITEM--102-3#None,,0.0,0.0
e933,Create Sales Order Item,2024-02-12T00:00:00+00:00,CUSTOMER--33#None,MAT-70#None,MAT-70_Plant5#None,Plant5#None,,SO_ITEM--102-2#None,,26.0,26.0
e5,Create Purchase Order Item,2024-02-13T00:00:00+00:00,,MAT-1#None,MAT-1_Plant2#None,Plant2#None,PO_ITEM--5-2#None,,SUPPLIER--16#None,0.0,0.0
e534,Create Purchase Order Item,2024-02-13T00:00:00+00:00,,MAT-43#None,MAT-43_Plant2#None,Plant2#None,PO_ITEM--5-3#None,,SUPPLIER--16#None,31.0,31.0
e1006,Create Purchase Order Item,2024-02-13T00:00:00+00:00,,MAT-75#None,MAT-75_Plant2#None,Plant2#None,PO_ITEM--5-1#None,,SUPPLIER--16#None,0.0,0.0
e1192,Create Purchase Suggestion Item,2024-02-13T00:00:00+00:00,,MAT-90#None,MAT-90_Plant2#None,Plant2#None,,,,0.0,0.0
e632,Create Sales Order Item,2024-02-14T00:00:00+00:00,CUSTOMER--11#None,MAT-49#None,MAT-49_Plant4#None,Plant4#None,,SO_ITEM--25-1#None,,65.0,65.0
e768,Create Sales Order Item,2024-02-14T00:00:00+00:00,CUSTOMER--25#None,MAT-58#None,MAT-58_Plant2#None,Plant2#None,,SO_ITEM--108-1#None,,0.0,0.0
e987,Goods Issue,2024-02-14T00:00:00+00:00,CUSTOMER--231618#None,MAT-74#None,MAT-74_Plant2#None,Plant2#None,,,,83.0,0.0
e1177,Create Sales Order Item,2024-02-14T00:00:00+00:00,CUSTOMER--25#None,MAT-89#None,MAT-89_Plant1#None,Plant1#None,,SO_ITEM--108-2#None,,0.0,0.0
e26,Create Purchase Order Item,2024-02-15T00:00:00+00:00,,MAT-3#None,MAT-3_Plant4#None,Plant4#None,PO_ITEM--38-3#None,,SUPPLIER--11#None,92.0,92.0
e348,Create Purchase Order Item,2024-02-15T00:00:00+00:00,,MAT-28#None,MAT-28_Plant1#None,Plant1#None,PO_ITEM--38-2#None,,SUPPLIER--11#None,0.0,0.0
e694,Create Purchase Order Item,2024-02-15T00:00:00+00:00,,MAT-53#None,MAT-53_Plant4#None,Plant4#None,PO_ITEM--38-1#None,,SUPPLIER--11#None,44.0,44.0
e864,Create Sales Order Item,2024-02-17T00:00:00+00:00,CUSTOMER--17#None,MAT-65#None,MAT-65_Plant5#None,Plant5#None,,SO_ITEM--36-2#None,,53.0,53.0
e934,Create Purchase Order Item,2024-02-17T00:00:00+00:00,,MAT-70#None,MAT-70_Plant2#None,Plant2#None,PO_ITEM--15-1#None,,SUPPLIER--25#None,26.0,26.0
e1007,Create Sales Order Item,2024-02-17T00:00:00+00:00,CUSTOMER--17#None,MAT-75#None,MAT-75_Plant5#None,Plant5#None,,SO_ITEM--36-1#None,,0.0,0.0
e1064,Create Sales Order Item,2024-02-17T00:00:00+00:00,CUSTOMER--17#None,MAT-80#None,MAT-80_Plant3#None,Plant3#None,,SO_ITEM--36-3#None,,56.0,56.0
e83,Create Sales Order Item,2024-02-18T00:00:00+00:00,CUSTOMER--14#None,MAT-8#None,MAT-8_Plant5#None,Plant5#None,,SO_ITEM--18-3#None,,94.0,94.0
